Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,Total_Productivity_Hours
1653,7.70,0.60,5.00,4.80,5.90,3.23,High,19.00
1654,6.70,2.30,6.60,0.50,7.90,2.77,Moderate,17.40
1655,6.10,0.80,7.10,3.90,6.10,3.40,Moderate,16.90
1656,9.80,2.40,7.40,2.50,1.90,3.56,High,16.60
1657,9.60,3.30,6.60,1.10,3.40,3.45,High,17.40
1658,8.70,2.00,5.30,4.30,3.70,2.96,High,18.70
1659,9.00,1.20,8.30,2.30,3.20,3.74,High,15.70
1660,9.40,2.00,6.60,4.50,1.50,3.46,High,17.40
1661,6.10,1.60,9.30,4.30,2.70,2.65,Moderate,14.70
1662,6.80,1.10,5.90,4.50,5.70,2.93,High,18.10
1663,6.30,1.80,6.90,5.90,3.10,2.80,Moderate,17.10
1664,5.40,2.40,8.00,2.50,5.70,2.77,Low,16.00
1665,7.20,0.20,7.60,3.00,6.00,2.83,Moderate,16.40
1666,6.30,0.70,9.80,5.10,2.10,3.03,Moderate,14.20
1667,6.20,1.30,6.00,3.00,7.50,3.12,Moderate,18.00
1668,5.80,3.20,9.00,0.80,5.20,2.88,Low,15.00
1669,7.00,0.70,6.30,1.60,8.40,2.63,Moderate,17.70
1670,9.70,0.50,9.90,0.90,3.00,3.72,High,14.10
1671,8.90,1.40,5.70,5.10,2.90,3.55,High,18.30
1672,7.80,1.90,7.50,4.40,2.40,2.91,Moderate,16.50
1673,5.40,2.70,9.50,0.30,6.10,2.90,Low,14.50
1674,7.20,1.60,5.70,3.00,6.50,2.94,High,18.30
1675,5.60,1.90,8.80,1.50,6.20,2.89,Low,15.20
1676,8.40,3.40,7.10,3.90,1.20,3.26,High,16.90
1677,5.20,0.50,6.00,2.40,9.90,2.69,Low,18.00
1678,8.30,2.80,7.90,1.80,3.20,3.44,High,16.10
1679,7.90,1.40,5.40,6.00,3.30,3.11,High,18.60
1680,8.30,1.30,7.00,1.60,5.80,3.39,High,17.00
1681,6.70,1.60,8.60,3.10,4.00,3.54,Moderate,15.40
1682,9.60,0.20,7.90,5.10,1.20,3.46,High,16.10
1683,6.20,3.50,5.10,4.40,4.80,2.97,High,18.90
1684,7.20,0.20,9.60,2.80,4.20,3.19,Moderate,14.40
1685,5.10,2.80,7.40,0.70,8.00,3.15,Low,16.60
1686,7.50,3.30,9.30,2.40,1.50,3.36,Moderate,14.70
1687,5.10,2.80,7.10,3.40,5.60,2.50,Low,16.90
1688,9.60,0.50,8.40,0.00,5.50,3.70,High,15.60
1689,9.60,0.50,5.50,2.00,6.40,3.19,High,18.50
1690,7.90,1.80,5.20,1.90,7.20,3.07,High,18.80
1691,9.10,2.80,8.60,2.40,1.10,3.24,High,15.40
1692,6.40,3.30,9.90,2.20,2.20,2.90,Moderate,14.10
1693,5.00,0.60,6.60,3.50,8.30,2.89,Low,17.40
1694,8.90,3.00,8.00,2.60,1.50,3.29,High,16.00
1695,8.20,2.50,7.80,5.40,0.10,3.40,High,16.20
1696,9.40,0.90,5.40,2.90,5.40,3.56,High,18.60
1697,7.60,3.30,7.20,3.40,2.50,3.03,Moderate,16.80
1698,8.10,3.30,5.80,3.60,3.20,3.22,High,18.20
1699,8.00,0.70,5.60,5.90,3.80,2.93,High,18.40
1700,5.90,2.70,8.00,3.90,3.50,2.78,Low,16.00
1701,5.40,3.60,6.90,1.90,6.20,2.35,Low,17.10
1702,9.30,3.70,6.50,3.90,0.60,3.24,High,17.50
1703,8.90,3.70,6.20,3.00,2.20,3.49,High,17.80
1704,5.00,2.30,6.70,1.90,8.10,2.64,Low,17.30
1705,8.20,3.40,8.00,3.80,0.60,3.26,High,16.00
1706,7.30,0.00,7.80,4.00,4.90,2.75,Moderate,16.20
1707,8.00,2.90,7.90,0.30,4.90,3.25,Moderate,16.10
1708,6.40,0.30,7.10,3.30,6.90,2.77,Moderate,16.90
1709,6.60,2.90,8.20,2.00,4.30,3.14,Moderate,15.80
1710,8.20,2.20,5.10,4.20,4.30,3.48,High,18.90
1711,6.90,3.80,9.10,2.50,1.70,2.88,Moderate,14.90
1712,6.70,1.90,6.50,3.10,5.80,2.87,Moderate,17.50
1713,5.80,3.90,5.50,5.60,3.20,2.88,High,18.50
1714,8.60,1.70,8.20,1.90,3.60,3.46,High,15.80
1715,6.50,2.30,7.50,3.50,4.20,2.80,Moderate,16.50
1716,5.40,0.20,6.30,0.40,11.70,2.53,Low,17.70
1717,5.50,3.30,5.20,4.00,6.00,2.95,High,18.80
1718,7.40,1.20,7.60,2.30,5.50,3.03,Moderate,16.40
1719,7.80,0.50,10.00,2.40,3.30,3.43,Moderate,14.00
1720,6.80,3.30,7.30,4.30,2.30,2.83,Moderate,16.70
1721,5.50,3.40,8.70,1.30,5.10,2.74,Low,15.30
1722,9.90,1.00,7.30,0.20,5.60,3.32,High,16.70
1723,7.00,2.30,9.80,2.50,2.40,3.09,Moderate,14.20
1724,5.20,1.30,7.90,5.70,3.90,3.04,Low,16.10
1725,9.30,0.90,6.10,1.20,6.50,3.29,High,17.90
1726,7.50,1.90,6.30,3.00,5.30,3.40,Moderate,17.70
1727,5.20,0.50,9.40,4.50,4.40,2.90,Low,14.60
1728,6.80,3.00,8.90,4.00,1.30,2.49,Moderate,15.10
1729,8.60,0.80,6.70,2.80,5.10,3.52,High,17.30
1730,6.60,0.60,7.00,5.90,3.90,2.83,Moderate,17.00
1731,6.10,2.40,7.20,0.40,7.90,3.29,Moderate,16.80
1732,7.60,3.50,6.40,0.50,6.00,3.12,Moderate,17.60
1733,9.70,1.50,7.90,3.90,1.00,3.69,High,16.10
1734,5.70,1.20,5.70,4.90,6.50,2.66,High,18.30
1735,6.10,2.90,9.70,2.80,2.50,2.50,Moderate,14.30
1736,6.60,1.90,8.00,5.90,1.60,3.41,Moderate,16.00
1737,9.70,3.40,9.40,0.70,0.80,3.60,High,14.60
1738,7.00,3.80,7.10,3.60,2.50,3.11,Moderate,16.90
1739,8.50,3.80,6.20,4.10,1.40,2.93,High,17.80
1740,8.90,2.20,8.30,1.50,3.10,3.37,High,15.70
1741,7.40,2.50,7.00,1.20,5.90,3.11,Moderate,17.00
1742,8.70,1.60,6.80,2.40,4.50,3.42,High,17.20
1743,7.00,2.20,7.70,3.00,4.10,3.05,Moderate,16.30
1744,5.80,0.50,9.70,3.60,4.40,2.65,Low,14.30
1745,8.30,1.60,9.50,2.90,1.70,3.12,High,14.50
1746,9.80,3.30,9.30,0.30,1.30,3.73,High,14.70
1747,6.40,1.10,6.40,5.10,5.00,2.79,Moderate,17.60
1748,6.20,3.20,7.80,0.00,6.80,2.80,Moderate,16.20
1749,7.10,1.60,5.60,4.10,5.60,3.28,High,18.40
1750,8.60,0.00,9.80,4.60,1.00,3.48,High,14.20
1751,9.50,0.10,9.70,3.80,0.90,3.57,High,14.30
1752,9.70,1.80,8.00,2.10,2.40,3.82,High,16.00
1753,9.70,0.30,7.50,4.10,2.40,3.53,High,16.50
1754,9.50,3.80,5.30,2.20,3.20,3.70,High,18.70
1755,5.10,1.30,7.70,5.50,4.40,2.80,Low,16.30
1756,7.70,1.10,9.50,5.30,0.40,2.99,Moderate,14.50
1757,7.00,3.60,6.90,4.40,2.10,2.84,Moderate,17.10
1758,9.60,1.80,8.70,1.40,2.50,3.43,High,15.30
1759,5.10,0.40,7.50,4.10,6.90,3.01,Low,16.50
1760,8.50,2.80,7.50,4.80,0.40,3.06,High,16.50
1761,7.40,1.80,6.00,1.80,7.00,3.13,Moderate,18.00
1762,6.20,1.20,8.90,2.00,5.70,2.85,Moderate,15.10
1763,6.20,0.70,8.90,0.80,7.40,3.02,Moderate,15.10
1764,8.40,2.50,9.10,0.20,3.80,2.65,High,14.90
1765,6.50,1.10,5.70,1.70,9.00,3.02,High,18.30
1766,8.30,1.50,8.60,1.90,3.70,2.86,High,15.40
1767,6.50,2.20,5.10,0.50,9.70,3.10,High,18.90
1768,8.60,0.40,9.20,4.20,1.60,3.27,High,14.80
1769,8.10,3.30,7.00,1.20,4.40,3.80,High,17.00
1770,7.70,2.30,9.70,3.90,0.40,3.30,Moderate,14.30
1771,9.40,3.20,9.70,0.20,1.50,3.40,High,14.30
1772,9.20,2.00,8.70,0.60,3.50,3.03,High,15.30
1773,6.30,2.90,5.80,2.10,6.90,2.78,High,18.20
1774,8.50,1.50,7.80,0.60,5.60,3.02,High,16.20
1775,9.00,1.50,8.20,3.80,1.50,3.41,High,15.80
1776,8.10,1.70,5.90,5.70,2.60,3.17,High,18.10
1777,8.80,0.80,6.70,4.90,2.80,3.53,High,17.30
1778,7.20,2.90,6.90,1.30,5.70,3.23,Moderate,17.10
1779,8.20,3.90,6.60,2.40,2.90,3.32,High,17.40
1780,9.20,3.00,5.30,6.00,0.50,3.77,High,18.70
1781,8.80,3.50,8.30,2.90,0.50,3.26,High,15.70
1782,9.40,0.80,5.40,4.70,3.70,3.25,High,18.60
1783,9.20,0.70,9.30,3.30,1.50,3.64,High,14.70
1784,7.10,0.80,6.40,3.00,6.70,3.08,Moderate,17.60
1785,7.70,3.20,9.00,2.40,1.70,3.03,Moderate,15.00
1786,5.30,3.50,5.40,1.50,8.30,2.91,High,18.60
1787,8.50,1.60,9.40,1.30,3.20,2.90,High,14.60
1788,7.70,3.50,9.60,0.90,2.30,3.39,Moderate,14.40
1789,7.30,2.20,9.70,4.80,0.00,3.25,Moderate,14.30
1790,6.90,0.00,5.00,2.80,9.30,2.85,High,19.00
1791,7.40,0.10,8.40,1.80,6.30,2.75,Moderate,15.60
1792,5.80,1.60,6.20,3.20,7.20,2.98,Low,17.80
1793,6.00,2.00,5.80,4.00,6.20,2.81,High,18.20
1794,7.30,0.30,8.00,1.60,6.80,3.15,Moderate,16.00
1795,7.60,2.10,9.60,2.60,2.10,2.78,Moderate,14.40
1796,9.70,3.10,6.40,4.10,0.70,3.76,High,17.60
1797,7.20,3.30,9.10,0.80,3.60,2.87,Moderate,14.90
1798,6.50,1.20,8.60,1.40,6.30,3.18,Moderate,15.40
1799,5.00,2.90,5.90,0.60,9.60,2.63,High,18.10
1800,7.40,0.20,9.90,4.30,2.20,2.84,Moderate,14.10
1801,6.60,1.30,7.20,3.80,5.10,2.93,Moderate,16.80
1802,9.30,1.00,6.90,5.20,1.60,3.32,High,17.10
1803,8.30,1.40,8.40,0.10,5.80,3.23,High,15.60
1804,9.10,3.80,9.60,1.40,0.10,3.71,High,14.40
1805,7.60,1.40,7.30,4.10,3.60,3.09,Moderate,16.70
1806,9.60,3.30,9.90,1.10,0.10,3.50,High,14.10
1807,6.40,0.40,5.60,1.70,9.90,3.21,High,18.40
1808,9.50,2.50,5.00,1.10,5.90,3.52,High,19.00
1809,5.50,1.50,7.50,0.30,9.20,2.61,Low,16.50
1810,8.20,1.90,7.50,2.60,3.80,3.13,High,16.50
1811,9.80,0.90,7.60,4.20,1.50,3.62,High,16.40
1812,6.90,1.90,5.40,3.70,6.10,3.05,High,18.60
1813,6.40,0.60,7.70,3.20,6.10,3.00,Moderate,16.30
1814,8.10,0.80,7.30,4.30,3.50,3.12,High,16.70
1815,7.60,1.60,6.60,3.70,4.50,3.18,Moderate,17.40
1816,5.40,1.80,9.50,0.60,6.70,2.90,Low,14.50
1817,9.90,3.80,5.40,4.60,0.30,3.69,High,18.60
1818,7.10,1.80,8.20,4.60,2.30,2.98,Moderate,15.80
1819,5.20,2.40,5.90,2.10,8.40,2.69,High,18.10
1820,6.70,0.40,5.70,0.20,11.00,2.58,High,18.30
1821,7.40,3.80,5.60,5.70,1.50,3.27,High,18.40
1822,8.20,3.30,5.50,3.00,4.00,3.50,High,18.50
1823,8.50,2.30,9.20,0.30,3.70,3.34,High,14.80
1824,6.90,1.40,8.10,5.30,2.30,3.42,Moderate,15.90
1825,7.50,3.30,7.00,0.60,5.60,2.82,Moderate,17.00
1826,8.60,3.00,5.30,1.30,5.80,3.06,High,18.70
1827,6.40,2.20,5.70,0.80,8.90,2.89,High,18.30
1828,6.80,3.20,7.60,0.80,5.60,2.78,Moderate,16.40
1829,8.70,1.60,6.30,2.30,5.10,2.87,High,17.70
1830,6.20,1.60,5.10,4.60,6.50,2.92,High,18.90
1831,5.90,0.20,8.30,4.60,5.00,2.88,Low,15.70
1832,6.00,2.90,8.50,1.50,5.10,3.17,Moderate,15.50
1833,9.50,0.40,9.90,3.60,0.60,3.50,High,14.10
1834,8.60,0.80,7.20,0.40,7.00,3.32,High,16.80
1835,6.90,3.00,6.90,2.00,5.20,3.23,Moderate,17.10
1836,5.20,1.50,5.80,4.20,7.30,2.83,High,18.20
1837,5.50,2.70,6.40,1.20,8.20,2.75,Low,17.60
1838,7.40,2.00,6.60,0.80,7.20,3.10,Moderate,17.40
1839,6.90,2.70,8.90,2.90,2.60,2.77,Moderate,15.10
1840,6.40,0.60,6.20,1.30,9.50,3.04,Moderate,17.80
1841,7.60,2.30,9.70,0.90,3.50,3.36,Moderate,14.30
1842,7.80,1.00,6.30,0.20,8.70,3.27,Moderate,17.70
1843,6.50,3.00,5.20,1.30,8.00,3.17,High,18.80
1844,7.30,2.80,6.90,1.00,6.00,3.24,Moderate,17.10
1845,7.00,2.30,9.70,0.30,4.70,2.64,Moderate,14.30
1846,7.50,0.10,6.60,4.90,4.90,3.14,Moderate,17.40
1847,7.80,1.80,6.40,1.80,6.20,3.39,Moderate,17.60
1848,9.80,1.80,7.00,4.60,0.80,3.39,High,17.00
1849,7.10,2.20,6.20,4.50,4.00,3.34,Moderate,17.80
1850,8.90,0.90,8.60,4.50,1.10,3.36,High,15.40
1851,6.70,0.70,5.00,2.70,8.90,3.15,High,19.00
1852,5.90,3.40,6.30,1.40,7.00,2.48,Low,17.70
1853,7.40,2.00,6.10,1.60,6.90,3.22,Moderate,17.90
1854,8.90,1.80,8.60,3.50,1.20,3.17,High,15.40
1855,5.70,3.90,9.10,1.10,4.20,2.81,Low,14.90
1856,5.70,3.00,7.30,4.70,3.30,2.82,Low,16.70
1857,8.70,2.40,8.40,0.10,4.40,3.51,High,15.60
1858,5.00,0.10,9.30,4.10,5.50,2.47,Low,14.70
1859,6.30,2.80,9.00,1.80,4.10,2.79,Moderate,15.00
1860,7.50,3.10,6.10,1.60,5.70,3.07,Moderate,17.90
1861,6.20,4.00,6.00,3.50,4.30,2.88,Moderate,18.00
1862,8.20,3.00,9.90,0.50,2.40,3.30,High,14.10
1863,8.80,1.40,5.90,2.50,5.40,3.29,High,18.10
1864,7.70,4.00,7.00,3.30,2.00,3.44,Moderate,17.00
1865,6.80,1.60,8.50,5.60,1.50,3.33,Moderate,15.50
1866,5.40,0.80,7.50,0.10,10.20,2.86,Low,16.50
1867,6.30,2.10,5.10,1.60,8.90,3.49,High,18.90
1868,9.60,2.60,7.10,4.40,0.30,3.54,High,16.90
1869,8.90,0.80,5.70,4.10,4.50,3.62,High,18.30
1870,8.70,2.50,9.90,1.50,1.40,3.36,High,14.10
1871,5.60,3.30,6.30,4.70,4.10,2.85,Low,17.70
1872,8.00,1.80,6.80,2.10,5.30,3.23,Moderate,17.20
1873,8.20,3.00,8.40,0.90,3.50,3.52,High,15.60
1874,7.40,2.10,8.90,3.70,1.90,3.10,Moderate,15.10
1875,7.00,3.60,5.80,6.00,1.60,2.99,High,18.20
1876,8.60,3.20,9.30,2.90,0.00,3.38,High,14.70
1877,6.50,2.80,5.60,2.40,6.70,2.90,High,18.40
1878,8.00,2.00,8.20,5.60,0.20,3.40,Moderate,15.80
1879,5.30,2.30,9.30,2.90,4.20,2.82,Low,14.70
1880,6.70,0.60,9.20,3.10,4.40,2.85,Moderate,14.80
1881,9.70,3.20,8.50,0.00,2.60,3.19,High,15.50
1882,9.60,0.70,6.40,3.10,4.20,3.38,High,17.60
1883,6.30,0.80,8.00,0.50,8.40,2.91,Moderate,16.00
1884,8.60,2.20,7.10,3.40,2.70,3.18,High,16.90
1885,6.80,3.70,5.30,4.00,4.20,3.04,High,18.70
1886,5.90,1.20,8.60,0.50,7.80,2.92,Low,15.40
1887,9.10,2.90,8.60,0.30,3.10,3.56,High,15.40
1888,9.20,0.20,5.10,2.20,7.30,3.61,High,18.90
1889,5.70,2.20,9.60,2.30,4.20,2.98,Low,14.40
1890,5.50,2.40,7.30,5.60,3.20,2.77,Low,16.70
1891,5.60,0.80,5.10,2.60,9.90,2.97,High,18.90
1892,8.00,2.50,7.70,0.50,5.30,3.12,Moderate,16.30
1893,7.20,4.00,9.20,3.20,0.40,2.95,Moderate,14.80
1894,7.40,2.70,9.40,3.40,1.10,3.04,Moderate,14.60
1895,9.70,0.20,5.10,4.00,5.00,3.25,High,18.90
1896,6.70,1.10,7.60,2.60,6.00,2.83,Moderate,16.40
1897,7.60,2.70,6.90,1.50,5.30,3.05,Moderate,17.10
1898,8.70,3.00,8.30,0.90,3.10,3.10,High,15.70
1899,7.90,2.30,7.40,3.30,3.10,3.75,Moderate,16.60
1900,8.60,0.40,8.70,0.80,5.50,3.22,High,15.30
1901,5.30,3.90,9.80,0.30,4.70,2.53,Low,14.20
1902,7.40,3.30,9.80,2.20,1.30,3.06,Moderate,14.20
1903,6.80,2.40,6.60,5.50,2.70,3.05,Moderate,17.40
1904,6.60,1.20,5.20,4.90,6.10,3.20,High,18.80
1905,7.30,1.30,7.40,4.90,3.10,2.83,Moderate,16.60
1906,6.90,1.30,5.90,3.60,6.30,2.94,High,18.10
1907,7.40,3.50,5.20,3.90,4.00,3.26,High,18.80
1908,9.40,2.90,9.60,0.70,1.40,3.57,High,14.40
1909,7.50,0.10,5.00,1.40,10.00,3.07,High,19.00
1910,5.90,0.10,9.50,0.00,8.50,2.79,Low,14.50
1911,8.70,0.60,9.60,4.60,0.50,3.57,High,14.40
1912,5.00,3.90,9.40,5.10,0.60,2.98,Low,14.60
1913,8.30,1.40,9.50,1.40,3.40,3.06,High,14.50
1914,9.60,0.60,6.10,3.30,4.40,3.47,High,17.90
1915,8.80,2.50,6.20,0.00,6.50,3.29,High,17.80
1916,9.50,1.60,7.60,2.50,2.80,3.70,High,16.40
1917,7.20,3.10,7.60,1.90,4.20,2.79,Moderate,16.40
1918,5.70,2.60,8.40,4.50,2.80,2.94,Low,15.60
1919,7.50,3.60,9.70,2.60,0.60,2.84,Moderate,14.30
1920,9.90,1.10,6.00,2.70,4.30,3.68,High,18.00
1921,5.30,3.90,7.90,3.30,3.60,2.79,Low,16.10
1922,5.20,2.40,8.60,2.50,5.30,3.21,Low,15.40
1923,8.80,0.90,6.10,1.00,7.20,3.53,High,17.90
1924,9.10,1.50,7.90,4.00,1.50,3.29,High,16.10
1925,6.20,0.70,9.90,3.70,3.50,2.73,Moderate,14.10
1926,6.30,2.00,6.60,1.00,8.10,3.09,Moderate,17.40
1927,6.30,0.10,8.50,3.00,6.10,2.99,Moderate,15.50
1928,5.50,3.00,5.10,1.50,8.90,2.66,High,18.90
1929,9.50,2.90,5.40,4.90,1.30,3.67,High,18.60
1930,8.00,2.70,10.00,0.80,2.50,3.20,Moderate,14.00
1931,8.10,1.80,5.20,0.10,8.80,3.28,High,18.80
1932,7.80,2.20,5.20,2.80,6.00,3.00,High,18.80
1933,9.60,1.60,8.10,3.70,1.00,3.46,High,15.90
1934,9.30,1.60,9.40,0.90,2.80,3.69,High,14.60
1935,6.40,0.20,9.00,2.50,5.90,2.81,Moderate,15.00
1936,9.50,3.30,7.80,2.10,1.30,3.28,High,16.20
1937,7.40,1.60,9.60,0.70,4.70,2.75,Moderate,14.40
1938,7.50,1.80,7.60,0.80,6.30,2.93,Moderate,16.40
1939,7.60,1.00,5.90,0.40,9.10,3.06,High,18.10
1940,8.10,2.90,8.40,2.20,2.40,3.52,High,15.60
1941,6.90,1.50,8.20,3.00,4.40,2.99,Moderate,15.80
1942,8.20,1.20,5.10,5.30,4.20,3.19,High,18.90
1943,6.10,3.70,8.60,4.30,1.30,2.79,Moderate,15.40
1944,7.60,0.70,6.50,1.90,7.30,3.00,Moderate,17.50
1945,5.80,0.80,8.90,1.00,7.50,2.89,Low,15.10
1946,9.90,1.30,5.60,3.40,3.80,3.43,High,18.40
1947,9.50,3.10,8.10,1.00,2.30,3.25,High,15.90
1948,8.40,2.90,9.80,0.80,2.10,3.28,High,14.20
1949,5.10,2.20,8.50,4.70,3.50,2.64,Low,15.50
1950,7.60,1.30,9.30,2.70,3.10,2.98,Moderate,14.70
1951,9.00,2.30,8.90,1.30,2.50,3.24,High,15.10
1952,7.70,0.90,7.40,1.90,6.10,3.31,Moderate,16.60
1953,6.30,3.90,5.80,4.70,3.30,2.73,High,18.20
1954,5.20,1.60,9.70,0.10,7.40,2.95,Low,14.30
1955,7.90,2.00,9.40,0.40,4.30,3.42,Moderate,14.60
1956,8.30,3.80,9.10,0.10,2.70,3.48,High,14.90
1957,7.40,1.60,6.60,2.70,5.70,2.88,Moderate,17.40
1958,9.90,0.40,9.60,2.00,2.10,3.09,High,14.40
1959,8.10,3.30,6.80,2.50,3.30,2.86,High,17.20
1960,9.60,3.30,5.50,0.60,5.00,3.19,High,18.50
1961,7.10,0.40,8.10,0.90,7.50,3.02,Moderate,15.90
1962,6.60,2.70,7.40,5.90,1.40,2.99,Moderate,16.60
1963,9.40,1.40,5.20,5.10,2.90,3.59,High,18.80
1964,9.50,0.90,9.50,1.30,2.80,3.24,High,14.50
1965,9.90,1.10,9.80,0.20,3.00,3.54,High,14.20
1966,7.40,0.90,8.50,1.10,6.10,3.48,Moderate,15.50
1967,7.80,1.00,9.80,0.20,5.20,3.04,Moderate,14.20
1968,7.10,0.90,7.50,5.20,3.30,2.92,Moderate,16.50
1969,8.60,2.30,5.40,4.20,3.50,3.38,High,18.60
1970,6.30,1.70,6.80,5.20,4.00,2.84,Moderate,17.20
1971,5.60,2.30,5.70,4.20,6.20,2.81,High,18.30
1972,7.40,3.70,7.60,2.60,2.70,3.29,Moderate,16.40
1973,7.90,2.80,5.50,4.90,2.90,3.03,High,18.50
1974,8.90,1.50,5.50,3.80,4.30,3.31,High,18.50
1975,9.40,3.60,9.80,1.00,0.20,3.32,High,14.20
1976,8.00,2.40,6.80,5.40,1.40,3.42,Moderate,17.20
1977,7.50,1.90,10.00,2.30,2.30,3.14,Moderate,14.00
1978,9.10,3.10,8.90,2.10,0.80,3.10,High,15.10
1979,6.30,3.40,9.50,0.90,3.90,2.97,Moderate,14.50
1980,8.20,2.20,5.30,4.50,3.80,3.43,High,18.70
1981,7.50,2.60,7.50,3.00,3.40,3.02,Moderate,16.50
1982,5.80,0.80,9.90,0.90,6.60,2.71,Low,14.10
1983,6.30,2.40,8.10,0.90,6.30,3.07,Moderate,15.90
1984,6.20,1.20,9.70,5.00,1.90,3.06,Moderate,14.30
1985,8.50,0.30,7.10,3.40,4.70,3.23,High,16.90
1986,8.00,1.30,8.90,4.90,0.90,2.93,Moderate,15.10
1987,6.60,3.40,5.50,5.00,3.50,2.90,High,18.50
1988,9.50,1.50,6.40,3.00,3.60,3.86,High,17.60
1989,7.30,1.40,8.50,4.60,2.20,3.28,Moderate,15.50
1990,7.00,2.70,7.40,6.00,0.90,2.85,Moderate,16.60
1991,8.60,3.80,9.20,2.20,0.20,3.26,High,14.80
1992,6.30,1.50,5.10,3.10,8.00,3.21,High,18.90
1993,7.50,2.10,9.90,4.10,0.40,3.04,Moderate,14.10
1994,7.10,1.40,9.00,3.10,3.40,2.85,Moderate,15.00
1995,7.90,3.40,9.00,0.50,3.20,3.08,Moderate,15.00
1996,6.50,0.20,7.40,2.10,7.80,3.32,Moderate,16.60
1997,6.30,2.80,8.80,1.50,4.60,2.65,Moderate,15.20
1998,6.20,0.00,6.20,0.80,10.80,3.14,Moderate,17.80
1999,8.10,0.70,7.60,3.50,4.10,3.04,High,16.40
2000,9.00,1.70,7.30,3.10,2.90,3.58,High,16.70
